ID,Name,Intelligence,Strength,Speed,Durability,Power,Combat,Total,FullName,AlterEgos,Aliases,PlaceOfBirth,FirstAppearance,Publisher,Alignment,Gender,Race,Height_cm,Weight_kg,EyeColor,HairColor,Occupation,Base,GroupAffiliation,Relatives,ImageURL
265,Flash II,88,48,100,60,100,60,456,Barry Allen,Black Racer,The Scarlet Speedster; the Fastest Man Alive; the Monarch of Motion; the Sultan of Speed,"Fallville, Iowa","Showcase #4 (October, 1956)",DC Comics,Good,Male,Black Racer,183,88,Blue,Blond,Forensic Scientist,"Central City, Missouri","Flash Family, Justice League of America; formerly Blue Lantern Corps","Henry and Nora (parents), Malcolm Thawne (twin), Iris West Allen (wife), Wally West (Flash III, nephew), Don and Dawn Allen (son and daughter), Bart Allen (Flash IV, grandson), Jenni Ognats (granddaughter)",https://www.superherodb.com/pictures2/portraits/10/100/892.jpg
266,Flash III,63,10,100,60,100,32,365,Wally West,Speed Demon,The Fastest Man Alive; The Scarlet Speedster; formerly; Kid Flash I,"Blue Valley, Nebraska","Flash #110 (January, 1960)",DC Comics,Good,Male,Human,183,86,,,"Adventurer, Mechanic for the KCPD","Keystone City, Kansas","Flash Family, Justice League of America, Titans; formerly Teen Titans","Rudolph and Mary West (parents), Ira West (grandfather), Iris Allen (aunt), Barry Allen (Flash II, uncle), Linda Park West (wife), Jai and Iris West (twin children)",https://www.superherodb.com/pictures2/portraits/10/100/690.jpg
267,Flash IV,63,10,100,32,100,48,353,Bartholomew Allen II,"Impulse, Kid Flash II",Impulse; Kid Flash II,,(as Impulse) Flash v.2 #91 (June 1994)* (as Kid Flash) Teen Titans v.3 #4 (December 2003),DC Comics,Good,Male,Human,157,52,Yellow,Auburn,Police trainee,"Los Angeles, California (previously Manchester, Alabama, briefly Denver, Colorado, then Keystone City, Kansas)","Flash Family, Teen Titans, Legion of Super-Heroes; formerly Young Justice","Barry Allen (Flash II, grandfather), Iris West Allen (grandmother), Don Allen (father), Meloni Thawne (mother), President Thawne (grandfather), Dawn Allen (aunt), Jenni Ognats (cousin), Thaddeus Thawne (clone), Owen Mercer (half-brother), Max Crandall (guardian)",https://www.superherodb.com/pictures2/portraits/10/100/893.jpg
268,Forge,63,10,12,28,25,48,186,,,The Maker; Cheyenne,"Unrevealed, presumably in the American West",Uncanny X-Men #184,Marvel Comics,Good,,,183,81,Brown,Black,"Inventor working for the U.S. government, former soldier","Arlington, Virginia",X-Factor,,https://www.superherodb.com/pictures2/portraits/10/100/62.jpg
269,Franklin Richards,63,80,50,60,100,50,403,Franklin  Richards,,Franklin Benjamin; Tattletale; Psi-Lord; Ego-Spawn; Avatar,"New York, New York",Fantastic Four Annual #6,Marvel Comics,Good,Male,Mutant,142,45,Blue,Blond,Student,"Baxter Building, New York, New York (formerly) Four Freedoms Plaza; Pier 4; Massachusetts Academy","Future Foundation; formerly Power Pack, Generation X, Daydreamers","Reed Richards (Mister Fantastic, father), Susan Storm Richards (Invisible Woman, mother), Valeria Richards (sister), Jonathan Storm (Human Torch, uncle), Nathaniel Richards (paternal grandfather), Franklin Storm (maternal grandfather, deceased), Evelyn Richards, Mary Storm (grandmothers (paternal and maternal respectively), deceased), Benjamin J. Grimm (Thing, godfather), Alicia Masters (godmother).",https://www.superherodb.com/pictures2/portraits/10/100/63.jpg
270,Franklin Storm,38,10,1,1,0,10,60,Dr. Franklin Storm,,Franklin Storm was erroneously believed to be the first Invincible Man,Place of birth unknown,FANTASTIC FOUR #31,Marvel Comics,Good,,,188,92,Blue,Grey,Surgeon,Inapplicable,,"Mary Storm (wife, deceased), Susan Storm Richards (Invisible Woman, daughter), Jonathan Storm (Human Torch, son), Franklin Richards (grandson), Reed Richards (Mister Fantastic, son-in-law)",https://www.superherodb.com/pictures2/portraits/10/100/170.jpg
271,Frenzy,63,53,35,100,38,52,341,Joanna Cargill,,,,X-Factor Vol 1 #4,Marvel Comics,Bad,Female,,211,104,Brown,Black,Mercenary,Mobile; formerly Avalon in Earth orbit; Genosha; California,"Acolytes, formerly Alliance of Evil; temporarily X-Men while controlled by Jean Grey, Femizons",,https://www.superherodb.com/pictures2/portraits/10/100/1108.jpg
272,Frigga,,,,,,,,Frigga,,Fricka,Place of birth unknown,JOURNEY INTO MYSTERY #92,Marvel Comics,Good,Female,,180,167,Blue,White,"Queen of Asgard, goddess of marriage",Asgard,Gods of Asgard,"Odin (husband), Loki, Thor (foster sons)",https://www.superherodb.com/pictures2/portraits/10/100/172.jpg
273,Galactus,100,100,83,100,100,50,533,Galan,,Maker; Devourer of Worlds; Eater-of-Worlds; Ravager of Worlds,(Galan) Taa; (Galactus) the Cosmic Egg,Fantastic Four #48 (March 1966),Marvel Comics,Neutral,Male,Cosmic Entity,876,,Black,Black,"Planet Devourer, Third Force of the Universe - balance between Eternity and Death, Nullifying Abraxas' Influence on the Multiverse, Third Face of the Living Tribunal - representing Equity",Worldship (aka Taa II); though he is generally mobile throughout the universe via his spherical starship in search of suitable planets to consume.,Heralds of Galactus; formerly God Squad,"Galan (""father""), Galacta (daughter)",https://www.superherodb.com/pictures2/portraits/10/100/862.jpg
274,Gambit,63,10,23,28,55,84,263,Remy Etienne LeBeau,,Death; Le Diable Blanc; formerly Robert Lord; Cajun,"New Orleans, Louisiana","(as Gambit) Uncanny X-Men #266 (1990), (as Death) X-Men #184 (2006)",Marvel Comics,Good,Male,Mutant,185,81,Red,Brown,"Jean Grey School for Higher Learning, Salem Center, Westchester County, New York; formerly Utopia, San Francisco Bay, California; Xavier Institute, Salem Center, Westchester County, New York; New Orleans; Paris; Cairo; Illinois","(current) Xavier Institute, Salem Center, Westchester County, New York; (former) New Orleans, Louisiana; Paris, France; Cairo, Illinois;","X-Men (Team Wolverine); formerly Marauders, Horsemen of Apocalypse, Chevaliers, X-Treme X-Men, Thieves & Unified Guild's of New Orleans, Crimson Pirates","Jean-Luc LeBeau (father), Belladonna (aka Bella Donna Boudreaux) (wife, separated)",https://www.superherodb.com/pictures2/portraits/10/100/64.jpg
275,Gamora,75,85,42,85,53,100,440,Gamora Zen Whoberi Ben Titan,,The Deadliest Woman In The Universe; The Most Dangerous Woman in the Galaxy,"Planet Zen Whoberi, Silican System, Milky Way","Strange Tales #180 (June, 1975)",Marvel Comics,Good,Female,Zen-Whoberian,183,77,Yellow,Black,"Assassin, mercenary, adventurer","C.I.T.T.; formerly Godthab Omega, Monster Island, Sanctuary II and the pocket-dimension within the Soul Gem; Earth-7528","Guardians of the Galaxy ; formerly Phalanx's Selects, Graces (Leader), Infinity Watch ; United Front ; former minion of Thanos; ally of Adam Warlock and Pip the Troll","Thanos (foster father), Thane (foster brother), Unnamed former Symbiote",https://www.superherodb.com/pictures2/portraits/10/100/65.jpg
276,Garbage Man,,82,,,,,,Richard Ethan Morse,,Richard Morse,,Weird Worlds #1 (2011),DC Comics,Good,Male,Mutant,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1467.jpg
277,Gary Bell,63,5,8,10,54,10,150,Gary Bell,,,,,SyFy,Good,Male,Alpha,0,0,,,,,Alphas,,https://www.superherodb.com/pictures2/portraits/10/100/1526.jpg
278,General Zod,94,100,96,100,100,95,585,Dru-Zod,,Dru-Zod (possible first name),Krypton,Action Comics #845,DC Comics,Bad,Male,Kryptonian,0,0,Black,Black,,Formerly Krypton; formerly the Phantom Zone; currently Earth,Phantom Zone criminals; former member of the Kryptonian Defense Council,Ursa (mate/wife); Lor-Zod (son); Admiral Zod (possible ancestor),https://www.superherodb.com/pictures2/portraits/10/100/837.jpg
279,Genesis,,68,,,,,,Tyler Dayspring,,Tolliver,,"As Tolliver, mentioned) New Mutants #98 (1991), (as Tolliver, seen) X-Force #5 (1991), (as Genesis) Cable #18 (1994)",Marvel Comics,Good,Male,,185,86,Blue,Blond,"Former would-be world conqueror, arms dealer, soldier, freedom fighter",,"Formerly Dark Riders (leader), former servant of Stryfe, formerly New Canaanites, Clan Chosen","Nathan Christopher Summers (Cable, adopted father), Aliya Jenskot (mother, deceased), Stryfe (cloned uncle, deceased), Rachel Summers (Marvel Girl, alternate timeline aunt), Scott Summers (Cyclops, grandfather), Madelyne Pryor-Summers (grandmother, deceased), Alexander Summers (Havok, great-uncle), Gabriel Summers (Vulcan, great-uncle), Christopher Summers (Corsair, great-grandfather), Katherine Anne Summers (great-grandmother, deceased), Philip Summers (great-great-grandfather), Deborah Summers (great-great-grandmother)",https://www.superherodb.com/pictures2/portraits/10/100/1055.jpg
280,Ghost Rider,50,55,25,100,100,60,390,Johnny Blaze,,,"Waukegan, Illinois","Marvel Spotlight #5 (August, 1972)",Marvel Comics,Good,Male,Demon,188,99,Red,No Hair,Former stunt motorcyclist,"Mobile, Quentin Carnival","Quentin Carnival Formerly Midnight Sons, Legion of Monsters, The Champions","Barton (father, deceased), Clara (mother, deceased), Craig ""Crash"" Simpson (stepfather, deceased), Mona Simpson (stepmother, deceased), Roxanne Simpson (wife)",https://www.superherodb.com/pictures2/portraits/10/100/67.jpg
281,Ghost Rider II,,70,,,,,,Daniel Ketch,,,,Ghost Rider Vol. 2 #1,Marvel Comics,Good,,,0,0,,,,,Midnight Sons,"Barbara Ketch (sister, deceased) Ghost Rider (Johnny Blaze) (brother), Jennifer Kale (distant cousin)  Noble Kale and Naomi Kale (ancestors)",https://www.superherodb.com/pictures2/portraits/10/100/68.jpg
282,Giant-Man,,78,,,,,,Hank Pym,"Ant-Man, Goliath, Wasp II, Yellowjacket",,,,Marvel Comics,Good,Male,Human,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/858.jpg
283,Giant-Man II,,,,,,,,,,,,,Marvel Comics,Good,Male,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/343.jpg
284,Giganta,81,89,23,85,32,42,352,Doris Zuel,,,,Wonder Woman (Volume 1) #9 (1944),DC Comics,Bad,Female,,,630,Green,Red,"Criminal, former Scientist, Professor at Ivy University",Ivy Town,"The Injustice League, formerly The Society, Villainy, Inc., The Legion of Doom",,https://www.superherodb.com/pictures2/portraits/10/100/1376.jpg
285,Gladiator,50,100,100,100,77,70,497,Kallark,,Majestor; Praetor; Captain Universe,,"X-Men Vol 1 #107 October, 1977",Marvel Comics,Neutral,Male,Strontian,198,268,Blue,Blue,Majestor of the Shi'ar Empire; Former Praetor of the Imperial Guard; possibly former Herald of Galactus,"Chandilar, Shi'ar Galaxy; mobile throughout the Shi'ar Empire and surrounding galaxies.","Galactic Council, Annihilators; formerly Imperial Guard; possibly Heralds of Galactus","Kubark (Kid Gladiator) (son), Xenith (The Strontian) (cousin)",https://www.superherodb.com/pictures2/portraits/10/100/1521.jpg
286,Goblin Queen,75,10,23,28,65,56,257,Madelyne Jennifer Pryor,,Anodyne; Maddie; Lyne; Red; Madelyne Pryor-Summers,"Created in Sinister's Labs, Nebraska",Uncanny X-Men #168,Marvel Comics,Bad,Female,,168,50,Green,Red,,"Mobile; formerly Anchorage, Alaska; Reaver Base, Australian Outback, Australia; Empire State Building, New York, New York","Former ally of X-Men, partner of N'Astirh","Mister Sinister (creator), Jean Grey (Phoenix, genetic template), Scott Summers (Cyclops, husband), Nathan Christopher Summers (Cable, son), Christopher Summers (Corsair, father-in-law), Alex Summers (Havok, brother-in-law)",https://www.superherodb.com/pictures2/portraits/10/100/1054.jpg
287,Godzilla,44,100,54,100,100,20,418,Gojira,,Legendary Godzilla; King of the Monsters; Gigantis; Monster Zero-One; God of Destruction; Alpha Predator,,Godzilla (1954),,Bad,,Kaiju,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10590.jpg
288,Gog,50,34,47,72,39,56,298,,,Nephut-Sha; Hassan Kareem,,Incredible Hulk #257 (1981),DC Comics,Bad,Male,,0,0,,,,,Sinister Six,"Seth (creator), Magog (""brother"")",https://www.superherodb.com/pictures2/portraits/10/100/693.jpg
289,Goku,56,100,75,90,100,100,521,Kakarot,,Ultimate Defender; Sayain Monkey; Super Sayain; Z-Fighter; Son-Goku; Lower-Class Sayain; Goku Son,,Dragon Ball #1,Shueisha,Good,Male,Saiyan,175,62,,,,,"Saiyajin, Son family, Z-Fighters",,https://www.superherodb.com/pictures2/portraits/10/100/1284.jpg
290,Goliath,,,,,,,,Erik Josten,"Atlas, Power Man, Smuggler",,,,Atlas,Good,Male,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/845.jpg
291,Goliath,,,,,,,,Clint Barton,"Hawkeye, Ronin",,,,Marvel Comics,Good,Male,Human,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/847.jpg
292,Goliath,,,,,,,,Hank Pym,"Ant-Man, Giant-Man, Wasp II, Yellowjacket",Hank Pym,,,Marvel Comics,Good,Male,Human,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/846.jpg
293,Goliath IV,,,,,,,,William Barrett Foster,,Giant-Man; Black Goliath,"Watts, Los Angeles, California","(As Foster) Avengers #32 (1966); (as Black Goliath) Luke Cage, Power Man #24 (1975); (as Giant-Man) Marvel Two-in-One #55 (1979); (as Goliath) Thing #1 (2006)",Marvel Comics,Good,Male,,183,90,Brown,Black,"Biochemist, inventor, research scientist, adventurer; (formerly) circus performer, soldier",,"Formerly Secret Avengers, former Avengers associate, formerly Stark West, Project: PEGASUS, ""Defenders for a Day,"" Champions (of Los Angeles) (unofficial), Circus of Crime, U.S. military",Claire Temple (ex-wife),https://www.superherodb.com/pictures2/portraits/10/100/879.jpg
294,Gorilla Grodd,81,53,33,70,100,65,402,Grodd,,William Dawson; King Grodd; Gorilla Grodd; Grodd-Son,,"Flash #106 (May, 1959)",DC Comics,Bad,Male,Gorilla,198,270,Yellow,Black,,"Gorilla City, Africa",,"Boka (wife, separated), Gorbzil Mammit (son), Sam Simeon (grandson)",https://www.superherodb.com/pictures2/portraits/10/100/694.jpg
295,Granny Goodness,,96,,,,,,,,Athena,Apokolips,,DC Comics,Bad,Female,,178,115,Blue,White,,,"Female Furies, Darkseid's Elite",,https://www.superherodb.com/pictures2/portraits/10/100/1344.jpg
296,Gravity,50,32,33,40,69,30,254,Greg Willis,,Protector of the Universe,"Sheboygan, Wisconsin","Gravity #1 (August, 2005)",Marvel Comics,Good,Male,Human,178,79,Blue,Brown,Student,New York City,"Young Allies; Formerly Great Lakes Initiative, Heavy Hitters","Richard Willis (father), Mary Willis (mother)",https://www.superherodb.com/pictures2/portraits/10/100/74.jpg
297,Greedo,38,10,13,15,31,40,147,Greedo,,,Rodia,,George Lucas,Bad,Male,Rodian,170,0,Purple,,Bounty Hunter,,,,https://www.superherodb.com/pictures2/portraits/10/100/10468.jpg
298,Green Arrow,81,12,35,28,39,90,285,Oliver Queen,,The Emerald Archer; Battling Bowman,,More Fun Comics #73 (November 1941),DC Comics,Good,Male,Human,188,88,Green,Blond,Professional Crime-fighter; Multi-Billionaire,"Star City, California; Formerly Seattle, Washington","Justice League Reserve, Connor Hawke, Mia Dearden,  Arsenal, Green Arrows of the World, Black Canary, Green Lantern Hal Jordan, Shado, Eddie Fyers, Justice League Elite, Seven Soldiers of Victory, All-Star Squadron","Conner Hawke (son); Robert (son); Cissie King (possible daughter); Roy Harper - Red Arrow (adoptive son); Dinah Laurel Lance (wife); Dinah Drake Lance (mother-in-law, deceased); Larry Lance (father-in-law, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/696.jpg
299,Green Goblin,100,48,38,60,48,50,344,Norman Osborn,,"Normie; Green Goblin; Goblin Lord; Overlord; the Goblin; ""Gobby""; Scrier; Commander Osborn; Director Osborn; Iron Patriot","Hartford, Connecticut","Amazing Spider-Man #14 (July, 1964)",Marvel Comics,Bad,Male,Human,180,83,Blue,Auburn,"Professional criminal, owner and president of Osborn Industries","H.A.M.M.E.R. base; formerly Avengers Tower, New York City, New York","H.A.M.M.E.R., leader of the Dark Avengers; formerly Thunderbolts, The Cabal; Former leader of the Sinister Twelve, partner of Mendell Stromm, Crime Master, employer of the Enforcers, Hellfire Club","Alton Osborn, Sr. (paternal great-grandfather, deceased);Alton Osborn, Jr. (paternal grandfather, deceased);Amberson Osborn (father, deceased);Emily Osborn (wife, deceased);Gabriel Stacy (son);Sarah Stacy (daughter);Harry Osborn (Green Goblin II, son);Liz Allan (ex-daughter-in-law);Normie Osborn (grandson);Stanley Osborn (grandson);",https://www.superherodb.com/pictures2/portraits/10/100/579.jpg
300,Green Goblin II,75,55,37,50,44,26,287,Harold Osborn,,,New York City,Amzing Spide-Man #31,Marvel Comics,Bad,Male,,178,77,Blue,Auburn,,Formerly New York City,,"Liz Allen-Osborn (Wife,) Norman III (son,)Norman Osborn II - Green Goblin (father)",https://www.superherodb.com/pictures2/portraits/10/100/25.jpg
301,Green Goblin III,,,,,,,,Barton Hamilton,,,,As Dr. Barton Hamilton in Amazing Spider-Man #167 as Green Goblin III in Amazing Spider-Man #176,Marvel Comics,Good,Male,,183,88,,,Psychiatrist,,,,https://www.superherodb.com/pictures2/portraits/10/100/351.jpg
302,Green Goblin IV,,,,,,,,Phillip Benjamin Urich,,,,(As Urich) Web of Spider-Man #125 (1995); (as Green Goblin) Green Goblin #1 (1995),Marvel Comics,Good,Male,,178,79,Green,Brown,"College student, former vigilante, intern at Daily Bugle",,,"Arnold Urich (father), Mindy Urich (mother), Kenneth Urich (brother), Ben Urich (uncle), Doris Urich (aunt)",https://www.superherodb.com/pictures2/portraits/10/100/75.jpg
303,Groot,75,85,33,70,100,64,427,Groot,,The Monster from Planet X; His Divine Majesty King Groot the 23rd; Monarch of Planet X; custodian of the branch worlds; ruler of all the shades; Flora colossus Information-silk,,"Tales to Astonish #13 (November, 1960)",Marvel Comics,Good,Male,Flora Colossus,701,,Yellow,,,Area 13 (the Howling Commandos' base),"Guardians of the Galaxy, Unnamed Kree covert ops team, formerly Galactic Council, Howling Commandos",,https://www.superherodb.com/pictures2/portraits/10/100/10017.jpg
304,Guardian,,45,,,,,,James Hudson,,Weapon Alpha; Antiguard; Vindicator; Mac; Jimmy,"London, Ontario, Canada",X-Men Vol.1  #109 (as Weapon Alpha),Marvel Comics,Good,Male,Human,0,0,Brown,Black,"Engineer, government agent, adventurer","Ottawa, Canada",Alpha Flight,"Vindicator II (Heather Hudson), wife",https://www.superherodb.com/pictures2/portraits/10/100/76.jpg
305,Guy Gardner,38,90,53,64,100,64,409,Guy Gardner,,Green Lantern; Red Lantern; Warrior,"Baltimore, Maryland",Green Lantern Vol 2 #59,DC Comics,Good,Male,Human-Vuldarian,188,95,Blue,Red,Former High School gym teacher; former bar owner; currently Honor guard of the Green Lantern Corps,Formerly New York City; currently Oa,"Green Lantern Corps, Formerly Justice League of America",,https://www.superherodb.com/pictures2/portraits/10/100/700.jpg
